,sentiment
捂脸,56.02682544498714
玫瑰,1074.125952307617
赞赞,1097.8107573142884
鼓掌,939.257597884306
好,654.1551773494105
呲牙,544.6454058389661
爱心,1114.2794071653025
泣不成声,222.31679757807086
看,-24.802696154091745
喜欢,609.8726326260764
人,91.38486602403074
比心,869.8035923742149
想,-25.489691231039565
泪奔,46.73001453837302
微笑,369.46649907335217
说,102.42113128381168
赞赞赞,994.0327803159421
赞,630.3105051018291
流泪,176.8529381083589
感谢,704.8122675496618
没,-351.2138354889522
去,-177.4312767703745
没有,-229.00200773585624
不是,-161.35712449504575
爱,483.58119762021613
好看,722.8473917234476
吃,-164.16242361497945
太,683.81085030073
做,-3.452686385714152
小,314.9338218151614
知道,-91.87768809881993
哈哈哈,215.42531626480695
真的,359.76231248767135
可爱,907.5570426123578
加油,712.6495843217795
看到,-168.65187504867302
中国,456.3427679308372
哈哈哈哈,285.13260486411843
视频,-11.367541341589906
感觉,237.01156697142275
现在,-163.02569222027785
看看,11.37206682166569
好听,799.2479071246969
真,674.2533270893057
送心,703.2888218464111
买,-243.50438769625833
漂亮,977.3146262802612
一起加油,640.1473526480723
孩子,89.3188384750382
屏保,-161.64881347771566
觉得,282.3746729339721
笑,136.48125324543463
一下,-85.67712440943987
手机,-585.3989586888068
不会,-210.42524778470022
不能,-123.46708477645876
这种,246.03997904957038
男,-172.29823324546504
死,-14.464784239152486
不要,-84.02724773266289
听,394.0251490361186
灵机一动,159.84464610338358
这是,38.43250836175776
抠鼻,-163.96320397669723
大笑,365.1094442237701
壁纸,-168.93903938915707
笑哭,220.06271163736986
美女,639.5955312118053
好像,15.194751499840082
应该,0.4936126199962183
关注,255.2728557080937
挺,631.1665832816549
再,-192.79072775890762
拍,17.20577315991055
男人,202.08533353271008
家,137.36728292691961
出来,-190.0745696271382
打脸,42.35390411729088
最后,-22.64716108035905
一起,21.470577473581763
发怒,284.15530428535635
唱,503.27012116290416
女人,335.3237888498813
以后,-48.52160583653245
别人,-157.18738306277288
下,-334.4412842173249
是不是,-81.05435900165949
快,-153.75942465092214
男朋友,-234.27528909396108
厉害,685.5539228300631
发呆,28.74553262596377
玩,-221.19348328208838
一定,223.96461082326022
里,-145.18065365678632
有点,158.17306431537895
老公,-119.27579938276526
今天,-94.40707552184185
抖音,-65.84306452761068
刷,-250.1122345533811
走,-93.16475511308752
不错,525.933243940683
酷拽,-202.4713571645517
强壮,803.8799111656747
已经,-249.4520323039323
以为,-118.83292186105936
好好,392.0584971792744
找,-247.00111136371626
风格,794.4118027314228
戴口罩,200.72092512138002
哥哥,289.90131747699274
巧克力,771.7252974431847
两个,80.45947747448912
卧槽,170.73320212445964
奸笑,107.73100993032946
姐姐,469.5416928906254
耶,451.37424716522264
英雄,545.2986400451575
害羞,508.9250844991868
回来,-96.68758083821332
老婆,34.54960591069036
求,130.83000840750105
穿,129.15853027180415
点,187.64006326542233
装修,596.1726548699166
祈祷,788.0637482840127
大家,35.737388640606554
回家,297.9465845201441
女,7.280805334843702
我家,-32.4942686476199
小姐姐,342.6348359997348
谢谢,435.50706912719625
啊啊啊,511.82174833250633
老师,294.7201985491953
电影,-155.09118600993855
刚刚,-225.03463000514517
起来,203.83494568491494
欢迎,435.56140338196354
狗,-67.6065753793715
老,234.0710227786588
发现,-213.18297197869117
希望,126.73878121569027
翻,161.36255955904565
朋友,249.9581267312399
逼,178.46600931947071
完,-202.24116292953698
钱,-198.7281548548424
哭,115.23720715558653
点赞,424.73301119632436
名字,38.78063334916581
带,-167.93617391780683
