,sentiment
捂脸,479.0072799459592
玫瑰,1856.7773161553705
赞赞,2140.4109387213493
鼓掌,2014.1586245500287
好,1006.3583129957494
呲牙,888.516280050693
爱心,1782.6654091998375
泣不成声,275.20459075481153
看,-150.28106966009776
喜欢,400.34493488939677
人,393.6268744026262
比心,1344.1556449552259
想,-158.91480121068778
泪奔,-20.355347755525077
微笑,575.2255705216875
说,451.4650121441642
赞赞赞,1868.5008024436586
赞,1085.9745595984432
流泪,577.6223805472802
感谢,1427.1370216410944
没,-317.10678764464046
去,-110.11850068080443
没有,-221.01997471098315
不是,-82.94845030627381
爱,548.6294221133251
好看,498.62988941461674
吃,-112.86276119722373
太,1186.7487786586394
做,269.5817276398077
小,102.97896563774458
知道,-101.68732657454946
哈哈哈,194.0277098854972
真的,509.899154578505
可爱,934.4717674749194
加油,1111.5482922211777
看到,-230.23322631665667
中国,966.7942753766068
哈哈哈哈,444.52800481908696
视频,-166.67590852119105
感觉,101.57919206411228
现在,-153.27141034070803
看看,0.22170151758972167
好听,990.3950003822157
真,1050.75276679325
送心,1008.7956767760779
买,-444.2098922601689
漂亮,1265.8072543574601
一起加油,1290.4047580663837
孩子,550.9560238903155
屏保,-232.82587457073504
觉得,207.9051996678338
笑,-16.444616567526694
一下,-162.63354209681563
手机,-734.7526392570038
不会,-138.2614443570436
不能,-58.82333346112853
这种,59.27182623852197
男,-174.04785037224994
死,-97.48857564933576
不要,-17.347728819814566
听,607.0820042758482
灵机一动,145.8263293047796
这是,-35.78234073236155
抠鼻,-427.43129255511514
大笑,685.435931319191
壁纸,-226.43342644099607
笑哭,452.722738750914
美女,998.9990919173923
好像,-101.86922109948841
应该,67.17827353052746
关注,255.23127680319874
挺,700.1009919883768
再,-232.6868106179208
拍,-130.19523376881253
男人,433.475358164791
家,-128.98774549546428
出来,-243.1095541893007
打脸,113.37512282367193
最后,-37.60991132401533
一起,-34.525223722831726
发怒,586.041894470839
唱,682.3649834754814
女人,627.3873882865579
以后,-81.21873422343151
别人,-109.85258467342697
下,-462.90904829626015
是不是,-192.57730984567303
快,-372.2746568205097
男朋友,-391.0222394959239
厉害,1029.4758424690347
发呆,-89.46199350762936
玩,-149.93694443027653
一定,498.36304185540916
里,-258.53786109872857
有点,202.85718205628183
老公,-141.8097555856173
今天,-161.7908404344834
抖音,-193.1604221397684
刷,-494.8375838349717
走,100.06934409269383
不错,639.489884154415
酷拽,-374.4477617109509
强壮,1228.7816933120796
已经,-242.86418530504514
以为,-153.34669349846473
好好,635.3137960828042
找,-228.91397418781008
风格,692.3197644737224
戴口罩,510.58896896198394
哥哥,229.99942745496207
巧克力,1384.3002136402124
两个,55.41505450876725
卧槽,107.24509401398994
奸笑,-189.46956641379637
姐姐,493.84927359061055
耶,629.9663374050286
英雄,1328.8055478904557
害羞,444.6994163130511
回来,146.71523080970226
老婆,151.9112432549611
求,-20.442031984637342
穿,0.9582221998381462
点,460.59612210125465
装修,455.5884655646155
祈祷,1493.5450235410863
大家,130.07109674974137
回家,915.1329522922363
女,-22.557866719835285
我家,-107.44681842744392
小姐姐,361.4183335398818
谢谢,764.834800360537
啊啊啊,300.0760019756052
老师,549.0144209944842
电影,-533.0449090032209
刚刚,-386.46330604493596
起来,352.2264781269405
欢迎,1135.3856937840887
狗,-134.56648800428525
老,441.75256948004545
发现,-272.67190077177975
希望,359.2141328272519
翻,62.30850386066034
朋友,502.08315844754156
逼,610.3485860048819
完,-409.54439783211075
钱,-175.45302404990633
哭,160.23365759399948
点赞,855.4886807216151
名字,-116.08626621222324
带,71.39515019126328
想要,9.282388513709744
可能,-77.21485141956646
支持,1055.7392823696853
渣,86.91381064006856
看着,459.6853087345155
快哭了,229.25050720108538
辛苦,1267.4624868997817
问,-429.5212843676084
牛,576.091324461587
评论,-286.47598829176127
看见,-288.9657714735598
有没有,-146.37114385054355
平安,1608.8603792626043
年,-159.5246414078704
一次,-327.0187169249742
可怜,499.69113653776174
电视剧,-188.75681586796006
原来,106.24302648947402
黑脸,-683.9075327878099
东西,-229.5557583950672
请,125.23550050850999
声音,437.1338783459743
儿子,181.09756702326987
刷到,-419.8857909939694
心心,1382.8225538037134
兄弟,251.2358932084841
给力,1489.4286066409961
机智,473.4989845118093
偷笑,378.977288271645
女朋友,-440.31640292675877
月,-404.01366452202586
以前,-72.87825606599493
终于,10.663341493021992
懂,79.92303178314404
妈妈,649.9092775670283
更新,-370.61760290294546
告诉,-266.5286376357544
美,824.002389083514
有人,-184.14734118938935
我要,-135.6003251856689
直接,-229.1787889355045
怕,-5.460511563955121
不好,56.71365178131158
永远,585.8824328902847
特别,563.4274396692812
你好,860.1053037298809
头发,41.56788074547849
里面,-129.07323398193012
肯定,-92.13943747504905
世界,375.8859883106602
好多,11.706660991527617
不到,-387.02849534739346
为啥,-190.18636195009054
链接,-192.07769172558505
不失礼貌的微笑,-293.1920837994712
一点,136.4653215701392
衣服,-13.70180051574576
需要,99.20984306065117
后,-93.75301253863381
居然,-144.63984949149852
家里,-159.00453185771642
刚,-348.7409056487744
开,-119.96111146491177
地方,121.04780894328415
后面,39.404904996407005
爱慕,1225.4346511230297
女孩,136.79355114047664
其实,276.7800638048111
喝,-399.64961547912026
幸福,947.3545056723459
真是,519.9450737562094
跳,612.1071970294779
猫,-81.87528605779829
危险,914.7870149234918
迷人,1060.1132453585624
不了,-103.27647737527612
呆无辜,-180.73212663303804
调皮,543.8690315572594
来看我,720.759637792272
一天,-45.91636980687185
刚刷,-8.01606670149458
柠檬,-302.7922333284023
宝宝,441.89851546250605
跑,-246.83021966644924
不用,-163.75952523619696
努力,331.90570834456105
帅,488.38488860161965
你家,-17.39624668688822
好帅,809.660656698286
放,-410.8393894715616
人民,1150.3194983145265
不想,-167.0483269682005
第一,106.26385028558073
问题,-232.3487938448
音乐,194.46466071770075
宝贝,650.5503701696518
眼睛,173.28491474663093
火,138.50962239085993
样子,345.4224926045276
干,308.8967267304787
父母,121.73395740034627
不行,-101.78055883244717
有个,-57.525507195465636
妈,2.832206256551129
一只,-39.68399134918863
每次,-111.57662285721823
请问,-64.44773850277888
感动,830.1456593542129
高,283.91031113973855
所有,281.69841452218776
疫情,202.70103727384304
心,652.3393062126368
柠檬树,-478.5721504663599
女儿,396.2481875112977
好吃,365.37209220812895
送,71.2285670768982
记得,-40.07973841978331
一种,338.28219154453484
天天,-60.50137631376805
粉丝,161.98821414093914
总,278.8094187441851
同学,271.8743411587674
口罩,115.62841053809301
帮,19.169291867509926
憨,478.7251489786415
歌,302.0705947650462
生活,409.8422020044078
车,-102.77462977866827
全国,506.977435477139
女生,42.40048235898947
每天,-46.417838934254924
看过,-150.03153631234255
哒,1075.6507203528563
妹妹,295.42815840437254
电视,-94.21129160387187
美国,185.75339858946603
几个,-101.33546457357345
事,33.18986215857118
瘦,176.80834791803704
爸爸,257.25520286512216
直播,-129.92637065738953
开心,307.932598487382
快乐,430.21931667395637
男生,23.1978192518311
国家,523.978780614619
画,287.848093411723
保护,733.9838341151617
晚上,-96.80573865637933
拥抱,199.61431341058332
手,-16.751311332336623
突然,-157.7183575396199
骄傲,1189.8917055315255
羡慕,522.5154935371338
吖,68.47983505738792
简单,487.4943413619344
碰拳,985.0925528782429
唱歌,561.2096086707778
话,324.79378223632114
人生,235.1942633217617
奶奶,578.5119558506765
动态,-108.43661554297702
生,200.28953800184024
首歌,246.63566728084155
有钱,273.1517493208548
小时候,13.690663662353408
温柔,379.1684563745809
一生,949.302735355706
天,225.2604730907661
白眼,-297.2214170307425
找到,-48.53813170402208
花,162.70332773278477
时间,-53.928034632063955
之前,-188.22415624671476
只能,104.30068186372677
白衣天使,1100.4693509730382
卖,-180.71290717052636
爱情,52.02330439804386
发,-139.2875468874363
疑问,-372.98728112411425
一句,-40.127280148174904
致敬,1108.2598595316167
必须,568.6440541728127
睡,-182.5343976212221
沙发,26.376376856348877
祖国,1032.3122917441474
期待,487.14802647917895
不配,19.07174993141325
先,-77.96506963380396
竟然,-58.46521850290682
掉,-234.62615216877907
好好看,238.6649009777205
岁,92.38357863725346
颜色,171.93067343127814
现实,222.20883756034067
站,244.43355290514938
换,-75.01017026030489
见,-25.354776959781546
媳妇,193.91134233191292
优秀,498.8683239433858
不敢,-8.104224912560417
腿,85.64565751549455
过来,-28.06412259035574
官方,206.66572553149533
容易,259.98698442044173
多少钱,7.837023978769892
年轻,589.2176010760356
想起,-11.675942100579626
鸡,-45.53043762802753
灵光一闪,119.89605142912791
养,-282.5282970854465
学,213.57246609960603
回,-53.56518272404276
确实,445.21960090146143
好人,975.3851676242608
成,87.0522654107854
注意,50.265924413895064
试试,3.2311055658789467
适合,118.68311118247814
痛,29.526628717433017
大哥,290.1363380620544
变成,73.31847548188334
相信,244.80091097232886
钉,-594.577251795112
成功,93.33162356066758
故事,192.26402790865353
才能,90.96500166624696
学习,365.2550721788862
到底,-93.14534825345888
今年,-134.2820818879585
加,88.40584318918937
起风,477.1756172894685
超级,497.6313434589192
同款,177.02579206966823
演,299.86705902411444
作品,330.5323882102373
小朋友,119.33928919314049
游戏,-21.504432385277784
赢,226.43146553856187
最好,426.3663439704678
先生,19.261167658822707
武汉,604.4440182436317
长大,247.17648022680584
老板,140.4955896808799
第一个,148.07667922997013
看完,-284.40080023706116
还要,-40.282413820093126
身材,585.8683628413537
放手,306.6028326971255
心动,154.63842615554915
心里,264.94250909771915
非常,728.928726744633
行,143.94574982453193
屏幕,-145.14588140926105
结婚,14.747468794963407
鬼,203.4022462295053
最美,846.8481489913736
号,-138.19399172824907
有点像,184.94840931962239
太美,611.3138052275742
越,77.92567884770696
拳头,1005.6179797156999
说话,383.2234877904911
搞,18.539386321874737
写,-116.37723263385325
色色,663.2531850182677
分,45.6815019888887
我会,59.37866929602582
真实,356.8114690240044
思考,-174.64501242261323
可惜,193.06575774688466
抱拳,1088.8066570833641
搞笑,530.3724529886033
每个,282.84738876284223
舔屏,636.0462676256341
少年,402.9377689306325
讲,395.86632328546193
隔离,28.74952877235153
骗,-34.68959799128484
弄,-79.95021584435224
戒指,640.0114138057077
本来,53.093584867999674
坏笑,390.62539099059734
难道,-69.97064062808201
青筋,491.5487697346591
认识,198.5123643476865
小孩,159.99733986152094
那种,53.374431125067645
万,-74.34935094811108
帅哥,600.151836120708
超,436.3190160054262
医生,534.5366614085225
剧,-113.79888470319327
更好,291.7149336481646
准备,-78.41487514240893
住,-12.036037016002414
忘,-4.81226045202213
锁屏,-82.22110114326293
完整版,611.7041870253593
重要,323.73285591339203
明白,25.512550937237226
弟弟,202.4630723872987
单身,38.15503760675753
辣椒,137.0841023233989
旁边,1.1690764733505834
睡觉,31.62030966614384
甜,285.94122733700067
右边,283.0226037715815
姐妹,58.94173476768487
干嘛,82.48368503150967
婆婆,235.00921072314736
好美,569.3602898495578
意思,-50.67557950091333
握手,955.1122342917067
听到,83.87536933030022
心疼,422.0748291651501
不吃,25.869435499756403
喷,-12.664678439715257
歌名,320.28281511378077
尴尬,119.76277089272254
李,307.16665781938536
个人,-61.73726346986005
陪,54.30761456375957
姑娘,485.7390412001982
下次,-36.814752698583234
信,305.8391522000755
一看,174.27931404929876
三个,-93.4532714296636
遇到,118.05818546022333
震惊,-631.5859277899247
色色色,849.6614553584195
色,440.18627292862726
安排,117.73139096549212
丢,-23.804805653999583
这才,549.7356945565148
几天,-216.96430773401806
工作,92.07525892063256
名,-151.18594540660365
绝对,303.1994583819304
赶紧,-72.83028670185548
越来越,637.8806055231676
马,348.9319514111536
勤洗手,830.0846683484922
祝,786.3428016514299
看不见,113.33390995089536
刚才,-117.25547998239395
梦,177.62515315697178
集合,262.6018903908782
疼,119.68950481667511
精神,372.5997384225576
值得,568.9991273891317
过去,55.64677941417554
这部,-139.5086521850811
脸,40.36435033924451
头,-94.23917137816106
客厅,-16.437364887972727
仙女,206.7377065536071
估计,-56.97896095898441
愿,625.7603718741857
对象,-102.0551806834558
字,241.73464861427078
少,79.49186725502462
离婚,9.30496429561515
惊喜,563.7539275968657
前面,42.95354761355517
根本,-40.25245246546176
鱼,-144.55526572876556
张,381.3004977988259
想到,6.57891675635606
作者,4.211426182116502
黑,108.12922038328708
肉,127.89359079310685
抱,-3.2970385770799293
月亮,110.42826624490607
出去,-69.00668524090594
屏,-71.21828848345756
我爱你,740.5353649054776
动作,294.11412953750585
吃饭,79.05242892585572
明星,585.1900359864286
人间,332.9464327963171
第一次,-64.06846353511054
明天,50.37444810465523
飞吻,771.6933944896473
不够,70.15399210556174
长得,410.31834709591686
胖子,243.86751082065103
变,222.65607996490627
房子,-200.90568505015352
棒,843.346748408441
胖,20.527299804670935
推荐,-37.32414179909538
哥,132.333015261938
锁,-166.77479051581693
跟着,122.85342230743137
诶,386.82940237899317
比较,253.60018874702763
新,114.77575651475
继续,242.01546126596884
小心,39.82720125247215
举报,-186.32294807408533
错,-39.397222945183046
演员,403.88460244734586
差不多,-1.7545315028015303
星星,122.8735109602832
还好,115.66348838517402
难,203.71072636066782
总是,178.1684829952609
最近,31.650397614049346
真正,491.26226272819736
眼神,250.11427197562023
当时,-96.10791866274917
后来,-98.55155106741478
完美,432.41687451523904
夏天,46.45821845559306
倒,-30.414797153515376
日本,245.602002245428
美丽,630.1817344661972
上车,324.40011672464203
心碎,381.8329311724127
打开,-97.87022985165785
分手,-121.15516895923211
菜刀,222.2869709312003
一条,-108.60656260631829
灵魂,109.73008222036256
呵呵,286.68389580660886
人才,357.55100059523403
怀疑,-35.455146869940464
价格,-53.74733838299298
马上,52.07053120401487
大哭,81.02795017999608
抢,-50.98396004270266
裤子,-0.18117413271886074
学会,148.94356638687495
苹果,-173.89491312456093
不对,51.34202686333745
脖子,215.68018539503646
活,42.99925315143957
统一,395.4840329684535
气质,618.1736401777605
王,223.71976472280136
害怕,63.63241955597665
差点,-125.07897828061377
呐,219.9879341938118
儿,193.65333101955002
林童学,286.83910684370903
在家,37.07120216583104
俩,319.0082228170128
小鼓掌,665.7216483215317
湖北,430.8404442051167
丶,164.79436899181715
女神,506.5549738639536
坐,-79.10205925807838
吹,11.559573656219964
坏,199.83503394091946
王者,35.610203452350596
糖,-38.45460000649714
教,188.22634666014878
刺激,183.27499370247716
坚持,-3.2336178827443653
敢,157.26772614940592
一颗,-32.12676647317057
天使,799.7892988008141
认真,188.7843162293123
脚,-72.77110756467115
阳光,258.62701545734524
晕,-100.9149548438939
一年,-80.50918927064683
女孩子,173.28769392602493
太好了,687.3072739263005
分钟,-45.581429023387294
强大,581.7490324166768
小可爱,268.3169654818897
英语,353.45908954366337
安全,262.69371009759413
菜,114.18687732517803
出现,-29.04565635373152
机会,101.06398969453068
鸭,259.6725520261155
路过,390.12127185895866
聪明,734.6951626048046
性感,697.4833624997437
回复,34.38566790530075
吐血,59.74481001427928
不在,85.35229702270924
感情,161.34873666967297
结局,23.188421352357995
经常,-22.711230555261277
妈呀,112.3739750545941
舒服,360.5346495534435
愉快,797.1689266084595
帅气,564.187789037779
关系,98.80861754740485
健康,682.8093550690992
最惨,320.2802924397039
呦,300.82541013364914
蓝,309.03681068836914
胡瓜,1161.7864961645853
全部,73.33732305222404
下去,163.75400550344511
喵,65.13279877291893
小伙,337.3119003070076
太阳,134.01616416047148
植物,122.23027482680442
归来,859.6078299670415
进去,-22.08284297466306
三岁,84.1560017545156
反正,-18.54867799693418
够,282.93232184926245
咖啡,1048.5552945227428
听说,110.10236621895976
昨天,-137.68813437301688
明明,112.15779043913895
皮肤,125.35246762577879
扔,-142.60419771329381
拥有,250.32103692563277
模仿,159.10248227752254
怪,28.56084269460639
吃瓜群众,217.78591378269306
经历,177.77254978643884
上学,79.84715742540212
来看,53.20001594022421
一辈子,350.0763809793199
开学,46.106055652181794
味道,295.83858773736586
就算,88.1298399458478
不让,35.12340606867119
善良,557.2894625639613
男孩,249.5730578260081
缺,-95.18901645566612
啥时候,55.6192969087479
绝望的凝视,170.08731226492728
我想静静,-125.53229873209574
娶,214.1330549766124
水,2.7102447398829703
酱,14.943639599707074
青春,232.55056491977166
美好,447.511474988754
下来,91.23639152497492
不香,-22.644748502207694
表情,256.35887119825344
互粉,592.8838941320265
杨,191.5883988669882
选择,228.45997071724491
少女,239.06155598630573
西瓜,439.70041877378964
拉,11.581056822242408
能量,511.9924008379972
未来,397.9708755061995
上面,-19.741136755156372
真棒,800.6857260959027
发型,230.8808959294046
效果,149.6428940082601
鞋子,52.98203797258887
上班,-5.282606344338788
红包,393.7559227763483
去过,97.12953625650002
理解,93.82332006851107
老子,57.03485905205573
阿姨,297.2899546058
狗狗,396.71298118565517
傻,100.92533917538253
收藏,175.80963693471858
懵,215.83388328832964
情书,560.8697841541406
伟大,647.5541941263041
地球,302.1505549365437
摸头,409.14952354202023
看来,88.33190910654574
颜值,403.01418748753036
白,192.94899585484825
算,30.643363963507664
追,-110.37152443512346
进,-74.70503547714648
对面,-63.61219156740476
早,-3.578377332181156
吉他,104.44075059657041
好样,868.8719762245419
亲,273.5876564662012
学校,99.48941268095155
高手,458.2874338097928
原因,-23.508048629086428
情况,-34.722504613191944
出门,139.59229955708307
欺负,67.63767592178948
惊呆,169.59332290986293
接,424.6305495854415
祝福,499.18978790507623
大人,119.73118530240866
兔子,79.56228595064172
恐惧,669.0417111228833
贵,55.186849418254184
全是,94.71715748280802
好玩,277.75862241517467
无,211.07378947998183
飞机,-79.26987018838184
不看,36.370497450430356
差,172.37642109882893
厕所,-159.92307729809738
闺蜜,68.32262203380543
包拯,-94.05212809338437
专业,14.05000308905067
背景音乐,121.73817150796856
当年,122.11059287860863
河南,335.55960151863144
讨厌,196.1219396671366
照顾,470.1172516608953
胜利,682.5790949185002
感恩,549.8817802949422
意大利,315.1429587831972
快点,-44.18524854597125
早就,64.73552071758587
妹子,242.60000008260403
微信,60.53611065532119
毛病,157.28624283226551
二,27.700144751634422
吓人,138.0827538231835
太棒了,585.8350908894989
啵,194.3219020425775
小时,-91.20586721960609
三,114.69056591027086
作业,-47.82707937325536
真心,352.33073502112256
生气,171.0999555534627
下面,229.1267980026894
家庭,227.04385296315297
太帅,343.83147607757866
国外,158.79463587997998
公主,143.20880425225204
草莓,54.67531835373888
好不好,-46.03102312355178
曾经,142.26849850748982
愿意,224.62611830299994
对了,552.2221778570515
战场,139.97161829665083
奶茶,-31.704437667081347
小小,134.44184738811498
路,113.79841607159698
广东,178.55123310869044
成为,241.72557917182345
皱眉,198.1187603632307
珍惜,275.6300397549259
难受,177.47162925868545
回去,-157.64827290405321
包,67.63864906778971
我刚,4.124871499701133
嘴唇,794.1241897946375
对不起,154.36670095316933
身体,320.25628682899475
两,195.6258363979704
美美,663.9265579380152
饿,49.19239727982254
没想到,95.40737420620931
便宜,99.22740635178951
没人,12.212022571930312
学生,262.91992885543095
憨笑,660.3672105428014
就要,34.40158976505637
确定,20.104100907812622
病毒,155.13526362870869
没事,115.26190413013722
撇嘴,-27.96993133377379
滴,261.50905001946603
暖,328.0446908039463
红,192.01557684272072
废,149.23472723636354
假,63.49147771842565
强,317.44756950395225
爷爷,212.40335829625377
斤,68.8937177939028
樱桃,206.03287290746556
垃圾,-55.07305697684176
过年,369.8616250713714
离开,129.1204669660717
男孩子,167.18561679105437
顶,156.85336831477412
飞,76.97958007947786
求翻,248.19300546244563
粮,54.72401208986596
亲爱,396.090710180085
说实话,179.39170834389756
中间,66.3262133092694
城市,154.69488626920318
呜呜,164.5424715167954
道理,416.6386087697205
戴,56.845581816522426
可怕,307.3933064994515
建议,67.3683529138863
吉林,526.1239386464524
上海,194.59566589697585
集,-235.60334421598736
我来,107.00421508845608
设置,-22.532732725093318
是因为,143.1824147570414
去年,-58.56470433785421
